motif	human_ensembl_gene_id	mouse_ensembl_gene_id	mouse_gene_name
Dbf4	ENSG00000006634	ENSMUSG00000002297	Dbf4
Dbi	ENSG00000155368	ENSMUSG00000026385	Dbi
Dbt	ENSG00000137992	ENSMUSG00000000340	Dbt
Dcaf12	ENSG00000198876	ENSMUSG00000028436	Dcaf12
Dcaf13	ENSG00000164934	ENSMUSG00000022300	Dcaf13
Dcaf17	ENSG00000115827	ENSMUSG00000041966	Dcaf17
Dcaf6	ENSG00000143164	ENSMUSG00000026571	Dcaf6
Dcbld1	ENSG00000164465	ENSMUSG00000019891	Dcbld1
Dcbld2	ENSG00000057019	ENSMUSG00000035107	Dcbld2
Dcc	ENSG00000187323	ENSMUSG00000060534	Dcc
Dchs2	ENSG00000197410	ENSMUSG00000102692	Dchs2
Dck	ENSG00000156136	ENSMUSG00000029366	Dck
Dclk1	ENSG00000133083	ENSMUSG00000027797	Dclk1
Dclk2	ENSG00000170390	ENSMUSG00000028078	Dclk2
Dclre1a	ENSG00000198924	ENSMUSG00000025077	Dclre1a
Dcn	ENSG00000011465	ENSMUSG00000019929	Dcn
Dcps	ENSG00000110063	ENSMUSG00000032040	Dcps
Dctd	ENSG00000129187	ENSMUSG00000031562	Dctd
Dctpp1	ENSG00000179958	ENSMUSG00000042462	Dctpp1
Dcun1d1	ENSG00000043093	ENSMUSG00000027708	Dcun1d1
Dcun1d5	ENSG00000137692	ENSMUSG00000032002	Dcun1d5
Dcx	ENSG00000077279	ENSMUSG00000031285	Dcx
Ddah1	ENSG00000153904	ENSMUSG00000028194	Ddah1
Ddb2	ENSG00000134574	ENSMUSG00000002109	Ddb2
Ddr2	ENSG00000162733	ENSMUSG00000026674	Ddr2
Ddx18	ENSG00000088205	ENSMUSG00000001674	Ddx18
Ddx20	ENSG00000064703	ENSMUSG00000027905	Ddx20
Ddx21	ENSG00000165732	ENSMUSG00000020075	Ddx21
Ddx3x	ENSG00000215301	ENSMUSG00000000787	Ddx3x
Ddx3y	ENSG00000067048	ENSMUSG00000069045	Ddx3y
Ddx41	ENSG00000183258	ENSMUSG00000021494	Ddx41
Ddx5	ENSG00000108654	ENSMUSG00000020719	Ddx5
Ddx52	ENSG00000278053	ENSMUSG00000020677	Ddx52
Degs1	ENSG00000143753	ENSMUSG00000038633	Degs1
Dek	ENSG00000124795	ENSMUSG00000021377	Dek
Dennd1a	ENSG00000119522	ENSMUSG00000035392	Dennd1a
Dennd1b	ENSG00000213047	ENSMUSG00000056268	Dennd1b
Dennd4a	ENSG00000174485	ENSMUSG00000053641	Dennd4a
Dennd5b	ENSG00000170456	ENSMUSG00000030313	Dennd5b
Dennd6b	ENSG00000205593	ENSMUSG00000015377	Dennd6b
Depdc1a	ENSG00000024526	ENSMUSG00000028175	Depdc1a
Deptor	ENSG00000155792	ENSMUSG00000022419	Deptor
Derl1	ENSG00000136986	ENSMUSG00000022365	Derl1
Desi2	ENSG00000121644	ENSMUSG00000026502	Desi2
Dgkb	ENSG00000136267	ENSMUSG00000036095	Dgkb
Dgkh	ENSG00000102780	ENSMUSG00000034731	Dgkh
Dgki	ENSG00000157680	ENSMUSG00000038665	Dgki
Dgkk	ENSG00000274588	ENSMUSG00000062393	Dgkk
Dhcr24	ENSG00000116133	ENSMUSG00000034926	Dhcr24
Dhfr	ENSG00000178700	ENSMUSG00000021707	Dhfr
Dhrs3	ENSG00000162496	ENSMUSG00000066026	Dhrs3
Dhrs7b	ENSG00000109016	ENSMUSG00000042569	Dhrs7b
Dhx16	ENSG00000204560	ENSMUSG00000024422	Dhx16
Dhx33	ENSG00000005100	ENSMUSG00000040620	Dhx33
Dhx36	ENSG00000174953	ENSMUSG00000027770	Dhx36
Dhx37	ENSG00000150990	ENSMUSG00000029480	Dhx37
Dhx40	ENSG00000108406	ENSMUSG00000018425	Dhx40
Diaph2	ENSG00000147202	ENSMUSG00000034480	Diaph2
Diaph3	ENSG00000139734	ENSMUSG00000022021	Diaph3
Dimt1	ENSG00000086189	ENSMUSG00000021692	Dimt1
Dip2c	ENSG00000151240	ENSMUSG00000048264	Dip2c
Dis3	ENSG00000083520	ENSMUSG00000033166	Dis3
Disc1	ENSG00000162946	ENSMUSG00000043051	Disc1
Disp1	ENSG00000154309	ENSMUSG00000030768	Disp1
Dkc1	ENSG00000130826	ENSMUSG00000031403	Dkc1
Dkk2	ENSG00000155011	ENSMUSG00000028031	Dkk2
Dlat	ENSG00000150768	ENSMUSG00000000168	Dlat
Dlc1	ENSG00000164741	ENSMUSG00000031523	Dlc1
Dld	ENSG00000091140	ENSMUSG00000020664	Dld
Dleu2	NA	ENSMUSG00000097589	Dleu2
Dlgap1	ENSG00000170579	ENSMUSG00000003279	Dlgap1
Dlgap2	ENSG00000198010	ENSMUSG00000047495	Dlgap2
Dlgap5	ENSG00000126787	ENSMUSG00000037544	Dlgap5
Dlk1	ENSG00000185559	ENSMUSG00000040856	Dlk1
Dlx1as	NA	ENSMUSG00000084946	Dlx1as
Dlx4os	NA	ENSMUSG00000086552	Dlx4os
Dlx6os1	NA	ENSMUSG00000090063	Dlx6os1
Dmc1	ENSG00000100206	ENSMUSG00000022429	Dmc1
Dmd	ENSG00000198947	ENSMUSG00000045103	Dmd
Dmtf1	ENSG00000135164	ENSMUSG00000042508	Dmtf1
Dmwd	ENSG00000185800	ENSMUSG00000030410	Dmwd
Dmxl2	ENSG00000104093	ENSMUSG00000041268	Dmxl2
Dna2	ENSG00000138346	ENSMUSG00000036875	Dna2
Dnah2	ENSG00000183914	ENSMUSG00000005237	Dnah2
Dnah7b	ENSG00000118997	ENSMUSG00000041144	Dnah7b
Dner	ENSG00000187957	ENSMUSG00000036766	Dner
Dnm3	ENSG00000197959	ENSMUSG00000040265	Dnm3
Dnm3os	NA	ENSMUSG00000078190	Dnm3os
Dnmbp	ENSG00000107554	ENSMUSG00000025195	Dnmbp
Dnmt3a	ENSG00000119772	ENSMUSG00000020661	Dnmt3a
Dnmt3b	ENSG00000088305	ENSMUSG00000027478	Dnmt3b
Dnttip2	ENSG00000067334	ENSMUSG00000039756	Dnttip2
Dock10	ENSG00000135905	ENSMUSG00000038608	Dock10
Dock11	ENSG00000147251	ENSMUSG00000031093	Dock11
Dock3	ENSG00000088538	ENSMUSG00000039716	Dock3
Dock4	ENSG00000128512	ENSMUSG00000035954	Dock4
Dock5	ENSG00000147459	ENSMUSG00000044447	Dock5
Dock7	ENSG00000116641	ENSMUSG00000028556	Dock7
Dock9	ENSG00000088387	ENSMUSG00000025558	Dock9
Dok5	ENSG00000101134	ENSMUSG00000027560	Dok5
Dok6	ENSG00000206052	ENSMUSG00000073514	Dok6
Donson	ENSG00000159147	ENSMUSG00000022960	Donson
Dpf3	ENSG00000205683	ENSMUSG00000021221	Dpf3
Dph3	ENSG00000154813	ENSMUSG00000021905	Dph3
Dph6	ENSG00000134146	ENSMUSG00000057147	Dph6
Dpm3	ENSG00000179085	ENSMUSG00000042737	Dpm3
Dpp10	ENSG00000175497	ENSMUSG00000036815	Dpp10
Dpp6	ENSG00000130226	ENSMUSG00000061576	Dpp6
Dpp8	ENSG00000074603	ENSMUSG00000032393	Dpp8
Dpy19l1	ENSG00000173852	ENSMUSG00000043067	Dpy19l1
Dpyd	ENSG00000188641	ENSMUSG00000033308	Dpyd
Dpysl3	ENSG00000113657	ENSMUSG00000024501	Dpysl3
Dqx1	ENSG00000144045	ENSMUSG00000009145	Dqx1
Drg1	ENSG00000185721	ENSMUSG00000020457	Drg1
Dscam	ENSG00000171587	ENSMUSG00000050272	Dscam
Dscc1	ENSG00000136982	ENSMUSG00000022422	Dscc1
Dse	ENSG00000111817	ENSMUSG00000039497	Dse
Dsel	ENSG00000171451	ENSMUSG00000038702	Dsel
Dst	ENSG00000151914	ENSMUSG00000026131	Dst
Dtd1	ENSG00000125821	ENSMUSG00000027430	Dtd1
Dtl	ENSG00000143476	ENSMUSG00000037474	Dtl
Dtna	ENSG00000134769	ENSMUSG00000024302	Dtna
Dtymk	ENSG00000168393	ENSMUSG00000026281	Dtymk
Dus1l	ENSG00000169718	ENSMUSG00000025155	Dus1l
Dusp16	ENSG00000111266	ENSMUSG00000030203	Dusp16
Dusp6	ENSG00000139318	ENSMUSG00000019960	Dusp6
Dut	ENSG00000128951	ENSMUSG00000027203	Dut
Dync1i1	ENSG00000158560	ENSMUSG00000029757	Dync1i1
Dync2h1	ENSG00000187240	ENSMUSG00000047193	Dync2h1
Dynll1	ENSG00000088986	ENSMUSG00000009013	Dynll1
Dynlrb1	ENSG00000125971	ENSMUSG00000047459	Dynlrb1
Dzank1	ENSG00000089091	ENSMUSG00000037259	Dzank1
Dzip1	ENSG00000134874	ENSMUSG00000042156	Dzip1
Dzip3	ENSG00000198919	ENSMUSG00000064061	Dzip3
E130307A14Rik	NA	ENSMUSG00000087177	E130307A14Rik
E130308A19Rik	ENSG00000165185	ENSMUSG00000045071	E130308A19Rik
E230016M11Rik	NA	ENSMUSG00000087231	E230016M11Rik
E2f5	ENSG00000133740	ENSMUSG00000027552	E2f5
E330013P04Rik	NA	ENSMUSG00000053117	E330013P04Rik
Eapp	ENSG00000129518	ENSMUSG00000054302	Eapp
Ebna1bp2	ENSG00000117395	ENSMUSG00000028729	Ebna1bp2
Ece2	ENSG00000145194	ENSMUSG00000022842	Ece2
Echdc1	ENSG00000093144	ENSMUSG00000019883	Echdc1
Ect2	ENSG00000114346	ENSMUSG00000027699	Ect2
Eda	ENSG00000158813	ENSMUSG00000059327	Eda
Edaradd	ENSG00000186197	ENSMUSG00000095105	Edaradd
Edc4	ENSG00000038358	ENSMUSG00000036270	Edc4
Edem1	ENSG00000134109	ENSMUSG00000030104	Edem1
Edil3	ENSG00000164176	ENSMUSG00000034488	Edil3
Ednra	ENSG00000151617	ENSMUSG00000031616	Ednra
Eea1	ENSG00000102189	ENSMUSG00000036499	Eea1
Eef1akmt1	ENSG00000150456	ENSMUSG00000021951	Eef1akmt1
Eef1b2	ENSG00000114942	ENSMUSG00000025967	Eef1b2
Eef1d	ENSG00000104529	ENSMUSG00000055762	Eef1d
Eef1g	ENSG00000254772	ENSMUSG00000071644	Eef1g
Eef2	ENSG00000167658	ENSMUSG00000034994	Eef2
Eepd1	ENSG00000122547	ENSMUSG00000036611	Eepd1
Efcab11	ENSG00000140025	ENSMUSG00000021176	Efcab11
Efcab2	ENSG00000203666	ENSMUSG00000026495	Efcab2
Efemp1	ENSG00000115380	ENSMUSG00000020467	Efemp1
Efna4	ENSG00000243364	ENSMUSG00000028040	Efna4
Efna5	ENSG00000184349	ENSMUSG00000048915	Efna5
Efnb1	ENSG00000090776	ENSMUSG00000031217	Efnb1
Efnb2	ENSG00000125266	ENSMUSG00000001300	Efnb2
Efnb3	ENSG00000108947	ENSMUSG00000003934	Efnb3
Efr3a	ENSG00000132294	ENSMUSG00000015002	Efr3a
Egfem1	NA	ENSMUSG00000063600	Egfem1
Egfl6	ENSG00000198759	ENSMUSG00000000402	Egfl6
Egflam	ENSG00000164318	ENSMUSG00000042961	Egflam
Egfr	ENSG00000146648	ENSMUSG00000020122	Egfr
Eid1	NA	ENSMUSG00000091337	Eid1
Eif1	NA	ENSMUSG00000035530	Eif1
Eif1a	ENSG00000198692	ENSMUSG00000057561	Eif1a
Eif1ax	ENSG00000173674	ENSMUSG00000067194	Eif1ax
Eif2ak3	ENSG00000172071	ENSMUSG00000031668	Eif2ak3
Eif2b3	ENSG00000070785	ENSMUSG00000028683	Eif2b3
Eif2s2	ENSG00000125977	ENSMUSG00000074656	Eif2s2
Eif2s3x	ENSG00000130741	ENSMUSG00000035150	Eif2s3x
Eif2s3y	NA	ENSMUSG00000069049	Eif2s3y
Eif3a	ENSG00000107581	ENSMUSG00000024991	Eif3a
Eif3b	ENSG00000106263	ENSMUSG00000056076	Eif3b
Eif3c	ENSG00000184110	ENSMUSG00000030738	Eif3c
Eif3e	ENSG00000104408	ENSMUSG00000022336	Eif3e
Eif3f	ENSG00000175390	ENSMUSG00000031029	Eif3f
Eif3i	ENSG00000084623	ENSMUSG00000028798	Eif3i
Eif3l	ENSG00000100129	ENSMUSG00000033047	Eif3l
Eif4a1	ENSG00000161960	ENSMUSG00000059796	Eif4a1
Eif4a2	ENSG00000156976	ENSMUSG00000022884	Eif4a2
Eif4b	ENSG00000063046	ENSMUSG00000058655	Eif4b
Eif4e	ENSG00000151247	ENSMUSG00000028156	Eif4e
Eif4enif1	ENSG00000184708	ENSMUSG00000020454	Eif4enif1
Eif4g2	ENSG00000110321	ENSMUSG00000005610	Eif4g2
Eif4h	ENSG00000106682	ENSMUSG00000040731	Eif4h
Eif5	ENSG00000100664	ENSMUSG00000021282	Eif5
Eif5a	ENSG00000132507	ENSMUSG00000078812	Eif5a
Elavl2	ENSG00000107105	ENSMUSG00000008489	Elavl2
Elavl4	ENSG00000162374	ENSMUSG00000028546	Elavl4
Eldr	NA	ENSMUSG00000087060	Eldr
Ell2	ENSG00000118985	ENSMUSG00000001542	Ell2
Elmo1	ENSG00000155849	ENSMUSG00000041112	Elmo1
Elmod2	ENSG00000179387	ENSMUSG00000035151	Elmod2
Eln	ENSG00000049540	ENSMUSG00000029675	Eln
Elovl2	ENSG00000197977	ENSMUSG00000021364	Elovl2
Elovl5	ENSG00000012660	ENSMUSG00000032349	Elovl5
Elovl6	ENSG00000170522	ENSMUSG00000041220	Elovl6
Elp4	ENSG00000109911	ENSMUSG00000027167	Elp4
Emb	ENSG00000170571	ENSMUSG00000021728	Emb
Emc3	ENSG00000125037	ENSMUSG00000030286	Emc3
Emc4	ENSG00000128463	ENSMUSG00000027131	Emc4
Emg1	ENSG00000126749	ENSMUSG00000004268	Emg1
Emid1	ENSG00000186998	ENSMUSG00000034164	Emid1
Emilin2	ENSG00000132205	ENSMUSG00000024053	Emilin2
Eml4	ENSG00000143924	ENSMUSG00000032624	Eml4
Eml6	ENSG00000214595	ENSMUSG00000044072	Eml6
Emx2os	NA	ENSMUSG00000087095	Emx2os
Endov	ENSG00000173818	ENSMUSG00000039850	Endov
Eno1	ENSG00000074800	ENSMUSG00000063524	Eno1
Enox1	ENSG00000120658	ENSMUSG00000022012	Enox1
Enox2	ENSG00000165675	ENSMUSG00000031109	Enox2
Enpp2	ENSG00000136960	ENSMUSG00000022425	Enpp2
Enpp3	ENSG00000154269	ENSMUSG00000019989	Enpp3
Entpd1	ENSG00000138185	ENSMUSG00000048120	Entpd1
Eny2	ENSG00000120533	ENSMUSG00000022338	Eny2
Eogt	ENSG00000163378	ENSMUSG00000035245	Eogt
Epb41	ENSG00000159023	ENSMUSG00000028906	Epb41
Epb41l2	ENSG00000079819	ENSMUSG00000019978	Epb41l2
Epb41l3	ENSG00000082397	ENSMUSG00000024044	Epb41l3
Epb41l4a	ENSG00000129595	ENSMUSG00000024376	Epb41l4a
Epb41l4aos	NA	ENSMUSG00000087590	Epb41l4aos
Epb41l4b	ENSG00000095203	ENSMUSG00000028434	Epb41l4b
Epb41l5	ENSG00000115109	ENSMUSG00000026383	Epb41l5
Epdr1	ENSG00000086289	ENSMUSG00000002808	Epdr1
Epha10	ENSG00000183317	ENSMUSG00000028876	Epha10
Epha3	ENSG00000044524	ENSMUSG00000052504	Epha3
Epha4	ENSG00000116106	ENSMUSG00000026235	Epha4
Epha5	ENSG00000145242	ENSMUSG00000029245	Epha5
Epha6	ENSG00000080224	ENSMUSG00000055540	Epha6
Epha7	ENSG00000135333	ENSMUSG00000028289	Epha7
Ephb1	ENSG00000154928	ENSMUSG00000032537	Ephb1
Epm2aip1	ENSG00000178567	ENSMUSG00000046785	Epm2aip1
Eps8	ENSG00000151491	ENSMUSG00000015766	Eps8
Erbb2	ENSG00000141736	ENSMUSG00000062312	Erbb2
Erbb4	ENSG00000178568	ENSMUSG00000062209	Erbb4
Erc2	ENSG00000187672	ENSMUSG00000040640	Erc2
Ercc5	ENSG00000134897	ENSMUSG00000026048	Ercc5
Ercc6l2	NA	ENSMUSG00000021470	Ercc6l2
Erlin1	ENSG00000107566	ENSMUSG00000025198	Erlin1
Erlin2	ENSG00000147475	ENSMUSG00000031483	Erlin2
Erp29	ENSG00000089248	ENSMUSG00000029616	Erp29
Errfi1	ENSG00000116285	ENSMUSG00000028967	Errfi1
Esco2	ENSG00000171320	ENSMUSG00000022034	Esco2
Esf1	ENSG00000089048	ENSMUSG00000045624	Esf1
Espl1	ENSG00000135476	ENSMUSG00000058290	Espl1
Etaa1	ENSG00000143971	ENSMUSG00000016984	Etaa1
Etfdh	ENSG00000171503	ENSMUSG00000027809	Etfdh
Etl4	ENSG00000120549	ENSMUSG00000036617	Etl4
Etnk1	ENSG00000139163	ENSMUSG00000030275	Etnk1
Eva1b	ENSG00000142694	ENSMUSG00000050212	Eva1b
Evx1os	NA	ENSMUSG00000086126	Evx1os
Exd2	ENSG00000081177	ENSMUSG00000032705	Exd2
Exo1	ENSG00000174371	ENSMUSG00000039748	Exo1
Exoc2	ENSG00000112685	ENSMUSG00000021357	Exoc2
Exoc4	ENSG00000131558	ENSMUSG00000029763	Exoc4
Exoc6	ENSG00000138190	ENSMUSG00000053799	Exoc6
Exoc6b	ENSG00000144036	ENSMUSG00000033769	Exoc6b
Exosc8	ENSG00000120699	ENSMUSG00000027752	Exosc8
Exosc9	ENSG00000123737	ENSMUSG00000027714	Exosc9
Ext1	ENSG00000182197	ENSMUSG00000061731	Ext1
Eya1	ENSG00000104313	ENSMUSG00000025932	Eya1
Eya2	ENSG00000064655	ENSMUSG00000017897	Eya2
Eya4	ENSG00000112319	ENSMUSG00000010461	Eya4
Ezh1	ENSG00000108799	ENSMUSG00000006920	Ezh1
Ezh2	ENSG00000106462	ENSMUSG00000029687	Ezh2
F2r	ENSG00000181104	ENSMUSG00000048376	F2r
Fabp5	ENSG00000164687	ENSMUSG00000027533	Fabp5
Fads1	ENSG00000149485	ENSMUSG00000010663	Fads1
Fam107b	ENSG00000065809	ENSMUSG00000026655	Fam107b
Fam110b	ENSG00000169122	ENSMUSG00000049119	Fam110b
Fam111a	ENSG00000166801	ENSMUSG00000024691	Fam111a
Fam114a1	ENSG00000197712	ENSMUSG00000029185	Fam114a1
Fam120c	ENSG00000184083	ENSMUSG00000025262	Fam120c
Fam136a	ENSG00000035141	ENSMUSG00000057497	Fam136a
Fam13a	ENSG00000138640	ENSMUSG00000037709	Fam13a
Fam13c	ENSG00000148541	ENSMUSG00000043259	Fam13c
Fam151a	ENSG00000162391	ENSMUSG00000034871	Fam151a
Fam162a	ENSG00000114023	ENSMUSG00000003955	Fam162a
Fam169a	ENSG00000198780	ENSMUSG00000041817	Fam169a
Fam171b	ENSG00000144369	ENSMUSG00000048388	Fam171b
Fam184a	ENSG00000111879	ENSMUSG00000019856	Fam184a
Fam185a	ENSG00000222011	ENSMUSG00000047221	Fam185a
Fam199x	ENSG00000123575	ENSMUSG00000042595	Fam199x
Fam204a	ENSG00000165669	ENSMUSG00000057858	Fam204a
Fam219a	ENSG00000164970	ENSMUSG00000028439	Fam219a
Fam53a	ENSG00000174137	ENSMUSG00000037339	Fam53a
Fam78b	ENSG00000188859	ENSMUSG00000060568	Fam78b
Fam8a1	ENSG00000137414	ENSMUSG00000069237	Fam8a1
Fam91a1	ENSG00000176853	ENSMUSG00000037119	Fam91a1
Fancb	ENSG00000181544	ENSMUSG00000047757	Fancb
Fancc	ENSG00000158169	ENSMUSG00000021461	Fancc
Fancd2	ENSG00000144554	ENSMUSG00000034023	Fancd2
Fancl	ENSG00000115392	ENSMUSG00000004018	Fancl
Fap	ENSG00000078098	ENSMUSG00000000392	Fap
Far1	ENSG00000197601	ENSMUSG00000030759	Far1
Farp1	ENSG00000152767	ENSMUSG00000025555	Farp1
Farp2	ENSG00000006607	ENSMUSG00000034066	Farp2
Fasn	ENSG00000169710	ENSMUSG00000025153	Fasn
Fastk	ENSG00000164896	ENSMUSG00000028959	Fastk
Fastkd2	ENSG00000118246	ENSMUSG00000025962	Fastkd2
Fat1	ENSG00000083857	ENSMUSG00000070047	Fat1
Fat3	ENSG00000165323	ENSMUSG00000074505	Fat3
Fat4	ENSG00000196159	ENSMUSG00000046743	Fat4
Fau	ENSG00000149806	ENSMUSG00000038274	Fau
Fbln1	ENSG00000077942	ENSMUSG00000006369	Fbln1
Fbln2	ENSG00000163520	ENSMUSG00000064080	Fbln2
Fbn1	ENSG00000166147	ENSMUSG00000027204	Fbn1
Fbn2	ENSG00000138829	ENSMUSG00000024598	Fbn2
Fbp1	ENSG00000165140	ENSMUSG00000069805	Fbp1
Fbxl17	ENSG00000145743	ENSMUSG00000023965	Fbxl17
Fbxl20	ENSG00000108306	ENSMUSG00000020883	Fbxl20
Fbxl7	ENSG00000183580	ENSMUSG00000043556	Fbxl7
Fbxo3	ENSG00000110429	ENSMUSG00000027180	Fbxo3
Fbxo30	ENSG00000118496	ENSMUSG00000047648	Fbxo30
Fbxo4	ENSG00000151876	ENSMUSG00000022184	Fbxo4
Fbxo41	ENSG00000163013	ENSMUSG00000047013	Fbxo41
Fbxo47	ENSG00000204952	ENSMUSG00000070336	Fbxo47
Fbxo5	ENSG00000112029	ENSMUSG00000019773	Fbxo5
Fbxo8	ENSG00000164117	ENSMUSG00000038206	Fbxo8
Fbxw2	ENSG00000119402	ENSMUSG00000035949	Fbxw2
Fcf1	NA	ENSMUSG00000021243	Fcf1
Fcgr3	ENSG00000072694	ENSMUSG00000059498	Fcgr3
Fdft1	ENSG00000079459	ENSMUSG00000021273	Fdft1
Fem1b	ENSG00000169018	ENSMUSG00000032244	Fem1b
Fen1	ENSG00000168496	ENSMUSG00000024742	Fen1
Fendrr	NA	ENSMUSG00000097336	Fendrr
Fermt2	ENSG00000073712	ENSMUSG00000037712	Fermt2
Fgd4	ENSG00000139132	ENSMUSG00000022788	Fgd4
Fgf10	ENSG00000070193	ENSMUSG00000021732	Fgf10
Fgf12	ENSG00000114279	ENSMUSG00000022523	Fgf12
Fgf13	ENSG00000129682	ENSMUSG00000031137	Fgf13
Fgf14	ENSG00000102466	ENSMUSG00000025551	Fgf14
Fgf7	ENSG00000140285	ENSMUSG00000027208	Fgf7
Fgf9	ENSG00000102678	ENSMUSG00000021974	Fgf9
Fgfr2	ENSG00000066468	ENSMUSG00000030849	Fgfr2
Fgfr3	ENSG00000068078	ENSMUSG00000054252	Fgfr3
Fgfrl1	ENSG00000127418	ENSMUSG00000008090	Fgfrl1
Fggy	ENSG00000172456	ENSMUSG00000028573	Fggy
Fhad1	ENSG00000142621	ENSMUSG00000051435	Fhad1
Fhit	ENSG00000189283	ENSMUSG00000060579	Fhit
Fhl2	ENSG00000115641	ENSMUSG00000008136	Fhl2
Fhod3	ENSG00000134775	ENSMUSG00000034295	Fhod3
Fibin	ENSG00000176971	ENSMUSG00000074971	Fibin
Fign	ENSG00000182263	ENSMUSG00000075324	Fign
Filip1l	ENSG00000168386	ENSMUSG00000043336	Filip1l
Firre	NA	ENSMUSG00000085396	Firre
Fkbp11	ENSG00000134285	ENSMUSG00000003355	Fkbp11
Fkbp2	NA	ENSMUSG00000056629	Fkbp2
Fkbp3	ENSG00000100442	ENSMUSG00000020949	Fkbp3
Fkbp4	ENSG00000004478	ENSMUSG00000030357	Fkbp4
Fkbp5	ENSG00000096060	ENSMUSG00000024222	Fkbp5
Flnb	ENSG00000136068	ENSMUSG00000025278	Flnb
Flnc	ENSG00000128591	ENSMUSG00000068699	Flnc
Flrt2	ENSG00000185070	ENSMUSG00000047414	Flrt2
Flrt3	ENSG00000125848	ENSMUSG00000051379	Flrt3
Flt1	ENSG00000102755	ENSMUSG00000029648	Flt1
Fmc1	ENSG00000164898	ENSMUSG00000019689	Fmc1
Fmn1	ENSG00000248905	ENSMUSG00000044042	Fmn1
Fmn2	ENSG00000155816	ENSMUSG00000028354	Fmn2
Fmnl2	ENSG00000157827	ENSMUSG00000036053	Fmnl2
Fmr1	ENSG00000102081	ENSMUSG00000000838	Fmr1
Fn1	ENSG00000115414	ENSMUSG00000026193	Fn1
Fnbp1l	ENSG00000137942	ENSMUSG00000039735	Fnbp1l
Fndc3b	ENSG00000075420	ENSMUSG00000039286	Fndc3b
Fndc3c1	NA	ENSMUSG00000033737	Fndc3c1
Fndc4	ENSG00000115226	ENSMUSG00000038552	Fndc4
Focad	ENSG00000188352	ENSMUSG00000038368	Focad
Foxd2os	NA	ENSMUSG00000085399	Foxd2os
Foxn2	ENSG00000170802	ENSMUSG00000034998	Foxn2
Foxp4	ENSG00000137166	ENSMUSG00000023991	Foxp4
Fras1	ENSG00000138759	ENSMUSG00000034687	Fras1
Frem1	ENSG00000164946	ENSMUSG00000059049	Frem1
Frem2	ENSG00000150893	ENSMUSG00000037016	Frem2
Frk	ENSG00000111816	ENSMUSG00000019779	Frk
Frmd3	ENSG00000172159	ENSMUSG00000049122	Frmd3
Frmd4a	ENSG00000151474	ENSMUSG00000026657	Frmd4a
Frmd4b	ENSG00000114541	ENSMUSG00000030064	Frmd4b
Frmd5	ENSG00000171877	ENSMUSG00000027238	Frmd5
Frmd6	ENSG00000139926	ENSMUSG00000048285	Frmd6
Frmd8	ENSG00000126391	ENSMUSG00000024816	Frmd8
Frmpd4	ENSG00000169933	ENSMUSG00000049176	Frmpd4
Fry	ENSG00000073910	ENSMUSG00000056602	Fry
Frzb	ENSG00000162998	ENSMUSG00000027004	Frzb
Fsd1l	ENSG00000106701	ENSMUSG00000054752	Fsd1l
Fstl1	ENSG00000163430	ENSMUSG00000022816	Fstl1
Fstl4	ENSG00000053108	ENSMUSG00000036264	Fstl4
Ftsj3	ENSG00000108592	ENSMUSG00000020706	Ftsj3
Fuca1	ENSG00000179163	ENSMUSG00000028673	Fuca1
Fut1	ENSG00000174951	ENSMUSG00000008461	Fut1
Fut8	ENSG00000033170	ENSMUSG00000021065	Fut8
Fut9	ENSG00000172461	ENSMUSG00000055373	Fut9
Fyn	ENSG00000010810	ENSMUSG00000019843	Fyn
Fyttd1	ENSG00000122068	ENSMUSG00000022800	Fyttd1
Fzd1	ENSG00000157240	ENSMUSG00000044674	Fzd1
Fzd10	ENSG00000111432	ENSMUSG00000081683	Fzd10
Fzd2	ENSG00000180340	ENSMUSG00000050288	Fzd2
Fzd3	ENSG00000104290	ENSMUSG00000007989	Fzd3
Fzd4	ENSG00000174804	ENSMUSG00000049791	Fzd4
Fzd7	ENSG00000155760	ENSMUSG00000041075	Fzd7
G2e3	ENSG00000092140	ENSMUSG00000035293	G2e3
G3bp1	ENSG00000145907	ENSMUSG00000018583	G3bp1
G3bp2	ENSG00000138757	ENSMUSG00000029405	G3bp2
G630016G05Rik	NA	ENSMUSG00000086308	G630016G05Rik
Gab1	ENSG00000109458	ENSMUSG00000031714	Gab1
Gab2	ENSG00000033327	ENSMUSG00000004508	Gab2
Gabra2	ENSG00000151834	ENSMUSG00000000560	Gabra2
Gabra3	ENSG00000011677	ENSMUSG00000031343	Gabra3
Gabrb1	ENSG00000163288	ENSMUSG00000029212	Gabrb1
Gabrb2	ENSG00000145864	ENSMUSG00000007653	Gabrb2
Gabrb3	ENSG00000166206	ENSMUSG00000033676	Gabrb3
Gabre	ENSG00000102287	ENSMUSG00000031340	Gabre
Gabrg3	ENSG00000182256	ENSMUSG00000055026	Gabrg3
Galc	ENSG00000054983	ENSMUSG00000021003	Galc
Galk2	ENSG00000156958	ENSMUSG00000027207	Galk2
Galnt13	ENSG00000144278	ENSMUSG00000060988	Galnt13
Galnt14	ENSG00000158089	ENSMUSG00000024064	Galnt14
Galnt16	ENSG00000100626	ENSMUSG00000021130	Galnt16
Galnt18	ENSG00000110328	ENSMUSG00000038296	Galnt18
Galnt5	ENSG00000136542	ENSMUSG00000026828	Galnt5
Galnt7	ENSG00000109586	ENSMUSG00000031608	Galnt7
